,ID,PAYMENT_TERM,INSTALLMENT_PLANS,INSTALLMENT_PERCENT,LOAN_PURPOSE,LOAN_AMOUNT,OTHERS_ON_LOAN,ALLOW,SEX,AGE,JOB_TYPE,DEPENDENTS,TELEPHONE,FOREIGN_WORKER,EMPLOYMENT_DURATION,PROPERTY,HOUSING,CURRENT_RESIDENCE_DURATION,CHECKING_BALANCE,CREDIT_HISTORY,EXISTING_SAVINGS,EXISTING_CREDITS_COUNT
713,607134,450.0,NONE,3.0,RADIO_TV,1043.0,NONE,1,M,33.0,3.0,1.0,1.0,1.0,5.0,CAR_OTHER,OWN,3.0,-547.75,PRIOR_PAYMENTS_DELAYED,447.52,1.0
714,681323,180.0,STORES,1.0,CAR_NEW,250.0,NONE,0,M,32.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,1.0,-93.04,ALL_CREDITS_PAID_BACK,72.64,2.0
715,355623,120.0,NONE,1.0,CAR_NEW,250.0,NONE,1,M,19.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,2.0,-135.62,NO_CREDITS,12.65,1.0
716,579341,360.0,STORES,2.0,CAR_USED,250.0,CO-APPLICANT,1,F,19.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,OWN,2.0,-389.03,ALL_CREDITS_PAID_BACK,10.37,1.0
717,768489,480.0,NONE,4.0,REPAIRS,5187.0,NONE,0,M,36.0,3.0,1.0,0.0,1.0,6.0,UNKNOWN,OWN,4.0,124.05,CREDITS_PAID_TO_DATE,52.14,1.0
718,1025946,1020.0,NONE,3.0,FURNITURE,5720.0,GUARANTOR,0,F,47.0,3.0,1.0,1.0,1.0,0.0,SAVINGS_INSURANCE,FREE,4.0,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,893.18,2.0
719,226595,480.0,BANK,2.0,FURNITURE,3008.0,NONE,1,M,30.0,1.0,2.0,0.0,1.0,5.0,SAVINGS_INSURANCE,OWN,3.0,83.83,CREDITS_PAID_TO_DATE,118.23,1.0
720,917056,420.0,NONE,3.0,CAR_USED,1369.0,NONE,1,M,36.0,3.0,1.0,1.0,1.0,3.0,SAVINGS_INSURANCE,OWN,2.0,-93.45,PRIOR_PAYMENTS_DELAYED,58.03,1.0
721,314656,682.0,STORES,3.0,RADIO_TV,3841.0,CO-APPLICANT,1,M,52.0,3.0,1.0,1.0,1.0,7.0,UNKNOWN,OWN,2.0,-1183.41,PRIOR_PAYMENTS_DELAYED,28.31,1.0
722,9244,1984.0,NONE,6.0,RETRAINING,9918.0,CO-APPLICANT,0,M,49.0,3.0,2.0,1.0,1.0,5.0,UNKNOWN,FREE,5.0,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
723,1029304,900.0,NONE,3.0,RADIO_TV,3738.0,CO-APPLICANT,0,M,35.0,3.0,2.0,1.0,1.0,1.0,CAR_OTHER,OWN,3.0,4818.71,OUTSTANDING_CREDIT,594.86,2.0
724,855369,155.0,NONE,2.0,EDUCATION,4426.0,NONE,1,F,25.0,2.0,1.0,0.0,1.0,0.0,REAL_ESTATE,OWN,3.0,96.58,ALL_CREDITS_PAID_BACK,79.28,1.0
725,241914,120.0,NONE,1.0,CAR_NEW,250.0,NONE,1,F,19.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,OWN,3.0,47.17,ALL_CREDITS_PAID_BACK,85.49,1.0
726,1197101,1023.0,NONE,5.0,APPLIANCES,5865.0,CO-APPLICANT,0,M,47.0,3.0,2.0,1.0,1.0,11.0,CAR_OTHER,FREE,5.0,NO_CHECKING,OUTSTANDING_CREDIT,17532.91,3.0
727,118083,390.0,STORES,2.0,VACATION,250.0,CO-APPLICANT,1,F,,3.0,1.0,0.0,1.0,3.0,REAL_ESTATE,OWN,1.0,-14.57,ALL_CREDITS_PAID_BACK,26.34,1.0
728,1209170,930.0,STORES,2.0,RADIO_TV,1165.0,NONE,0,M,31.0,3.0,1.0,,1.0,2.0,SAVINGS_INSURANCE,OWN,3.0,-298.32,CREDITS_PAID_TO_DATE,100.89,1.0
729,4187,124.0,NONE,3.0,CAR_NEW,2407.0,NONE,1,F,52.0,3.0,2.0,1.0,1.0,4.0,CAR_OTHER,OWN,2.0,2996.71,ALL_CREDITS_PAID_BACK,23.72,1.0
730,785981,720.0,NONE,4.0,RADIO_TV,4059.0,GUARANTOR,0,M,60.0,3.0,1.0,1.0,0.0,12.0,UNKNOWN,FREE,3.0,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,126.11,3.0
731,61030,248.0,NONE,3.0,FURNITURE,1832.0,NONE,1,M,31.0,3.0,1.0,0.0,1.0,5.0,REAL_ESTATE,RENT,3.0,-409.81,PRIOR_PAYMENTS_DELAYED,82.07,1.0
732,393606,992.0,NONE,5.0,APPLIANCES,5158.0,NONE,0,M,42.0,3.0,2.0,1.0,1.0,10.0,UNKNOWN,OWN,3.0,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,3.0
733,443364,620.0,NONE,3.0,RADIO_TV,576.0,NONE,0,M,29.0,3.0,1.0,0.0,1.0,6.0,SAVINGS_INSURANCE,OWN,2.0,4585.91,CREDITS_PAID_TO_DATE,276.35,1.0
734,884707,930.0,BANK,3.0,REPAIRS,540.0,NONE,1,F,19.0,1.0,1.0,0.0,1.0,1.0,REAL_ESTATE,RENT,2.0,-971.14,ALL_CREDITS_PAID_BACK,904.85,1.0
735,1165277,990.0,NONE,5.0,RADIO_TV,8499.0,GUARANTOR,0,F,58.0,3.0,1.0,1.0,1.0,8.0,UNKNOWN,FREE,6.0,NO_CHECKING,OUTSTANDING_CREDIT,881.64,2.0
736,529234,1302.0,STORES,4.0,APPLIANCES,3709.0,NONE,0,F,51.0,1.0,1.0,0.0,1.0,9.0,UNKNOWN,OWN,4.0,178.06,OUTSTANDING_CREDIT,592.38,1.0
737,46368,210.0,NONE,3.0,VACATION,250.0,NONE,1,F,19.0,3.0,1.0,0.0,1.0,7.0,REAL_ESTATE,OWN,3.0,-425.59,CREDITS_PAID_TO_DATE,37.04,1.0
738,789392,651.0,NONE,3.0,RADIO_TV,1576.0,NONE,1,M,44.0,3.0,1.0,0.0,1.0,7.0,REAL_ESTATE,OWN,2.0,173.21,CREDITS_PAID_TO_DATE,1507.79,2.0
739,1023453,1170.0,STORES,4.0,FURNITURE,6483.0,CO-APPLICANT,0,M,37.0,0.0,1.0,1.0,1.0,10.0,UNKNOWN,OWN,3.0,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,696.47,1.0
740,634641,434.0,NONE,2.0,VACATION,474.0,NONE,1,M,19.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,1.0,140.02,NO_CREDITS,29.48,1.0
741,1167241,961.0,NONE,4.0,RADIO_TV,5321.0,NONE,1,F,46.0,3.0,1.0,1.0,1.0,5.0,CAR_OTHER,OWN,4.0,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,396.76,1.0
742,754738,1209.0,STORES,5.0,CAR_USED,7691.0,CO-APPLICANT,1,M,41.0,1.0,2.0,0.0,1.0,8.0,CAR_OTHER,OWN,4.0,NO_CHECKING,CREDITS_PAID_TO_DATE,524.4,2.0
743,382416,750.0,NONE,4.0,CAR_USED,4411.0,NONE,1,M,41.0,3.0,1.0,1.0,0.0,4.0,SAVINGS_INSURANCE,OWN,4.0,14054.48,OUTSTANDING_CREDIT,7217.23,2.0
744,299784,,NONE,5.0,REPAIRS,7559.0,NONE,1,M,42.0,3.0,1.0,0.0,1.0,7.0,CAR_OTHER,OWN,5.0,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,2.0
745,230946,900.0,NONE,4.0,APPLIANCES,,NONE,0,F,33.0,3.0,2.0,1.0,1.0,8.0,UNKNOWN,OWN,3.0,NO_CHECKING,OUTSTANDING_CREDIT,19858.85,1.0
746,1061395,1110.0,NONE,4.0,REPAIRS,6133.0,NONE,1,M,38.0,2.0,1.0,1.0,1.0,3.0,SAVINGS_INSURANCE,OWN,5.0,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,698.15,1.0
747,617103,682.0,STORES,2.0,CAR_USED,2788.0,NONE,1,F,37.0,1.0,1.0,0.0,1.0,3.0,SAVINGS_INSURANCE,OWN,1.0,-253.1,NO_CREDITS,41.34,1.0
748,69309,780.0,NONE,3.0,CAR_USED,3243.0,NONE,0,M,36.0,3.0,1.0,0.0,1.0,4.0,CAR_OTHER,OWN,3.0,-257.84,CREDITS_PAID_TO_DATE,54.72,1.0
749,256809,120.0,NONE,1.0,CAR_NEW,250.0,NONE,1,M,19.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,2.0,-534.75,ALL_CREDITS_PAID_BACK,4.73,1.0
750,1180803,450.0,NONE,4.0,RADIO_TV,1088.0,NONE,1,M,,3.0,1.0,0.0,1.0,6.0,SAVINGS_INSURANCE,OWN,3.0,NO_CHECKING,CREDITS_PAID_TO_DATE,421.29,2.0
751,100868,1147.0,NONE,5.0,RADIO_TV,6326.0,CO-APPLICANT,0,M,56.0,3.0,1.0,1.0,1.0,11.0,UNKNOWN,FREE,3.0,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,512.89,2.0
752,719592,217.0,STORES,2.0,CAR_NEW,250.0,NONE,1,M,19.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,1.0,-400.88,ALL_CREDITS_PAID_BACK,13.99,1.0
753,710871,1110.0,NONE,4.0,REPAIRS,7928.0,CO-APPLICANT,0,M,50.0,2.0,2.0,1.0,1.0,10.0,UNKNOWN,FREE,5.0,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,818.91,2.0
754,769345,1581.0,NONE,5.0,RADIO_TV,9470.0,CO-APPLICANT,0,M,51.0,3.0,2.0,1.0,1.0,9.0,UNKNOWN,FREE,3.0,NO_CHECKING,OUTSTANDING_CREDIT,2399.76,2.0
755,322162,837.0,NONE,3.0,CAR_NEW,1471.0,NONE,1,F,33.0,3.0,1.0,1.0,1.0,2.0,CAR_OTHER,OWN,3.0,6325.9,CREDITS_PAID_TO_DATE,187.96,2.0
756,393390,837.0,NONE,4.0,RADIO_TV,5533.0,NONE,0,F,52.0,2.0,1.0,0.0,1.0,5.0,SAVINGS_INSURANCE,FREE,3.0,NO_CHECKING,OUTSTANDING_CREDIT,733.88,2.0
757,250499,900.0,NONE,4.0,RADIO_TV,1960.0,CO-APPLICANT,0,F,37.0,3.0,1.0,0.0,1.0,6.0,REAL_ESTATE,OWN,4.0,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,938.81,1.0
758,915169,1200.0,NONE,5.0,APPLIANCES,4817.0,NONE,0,M,49.0,3.0,1.0,1.0,1.0,9.0,CAR_OTHER,FREE,5.0,8539.51,OUTSTANDING_CREDIT,811.65,2.0
759,136357,930.0,STORES,3.0,APPLIANCES,4570.0,NONE,1,F,38.0,1.0,1.0,,1.0,0.0,REAL_ESTATE,RENT,3.0,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,836.35,1.0
760,169516,120.0,NONE,3.0,FURNITURE,4035.0,NONE,1,F,32.0,3.0,1.0,1.0,1.0,6.0,SAVINGS_INSURANCE,FREE,2.0,69.16,CREDITS_PAID_TO_DATE,21.77,2.0
761,1228496,870.0,NONE,5.0,REPAIRS,6165.0,NONE,0,M,49.0,2.0,1.0,1.0,1.0,8.0,CAR_OTHER,OWN,4.0,NO_CHECKING,OUTSTANDING_CREDIT,562.76,2.0
762,1108388,660.0,NONE,4.0,RADIO_TV,3378.0,NONE,1,F,54.0,3.0,1.0,1.0,1.0,10.0,CAR_OTHER,OWN,4.0,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,301.14,1.0
763,659646,186.0,NONE,3.0,EDUCATION,250.0,NONE,1,M,24.0,3.0,1.0,0.0,1.0,2.0,REAL_ESTATE,RENT,2.0,26.21,ALL_CREDITS_PAID_BACK,88.42,1.0
764,935405,120.0,NONE,1.0,CAR_NEW,858.0,NONE,1,F,19.0,3.0,1.0,0.0,1.0,,REAL_ESTATE,RENT,2.0,112.09,NO_CREDITS,95.32,1.0
765,910711,434.0,STORES,1.0,CAR_NEW,250.0,NONE,1,F,19.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,OWN,,-264.89,ALL_CREDITS_PAID_BACK,60.7,1.0
766,255134,120.0,NONE,2.0,CAR_NEW,3543.0,NONE,1,M,24.0,3.0,1.0,0.0,1.0,1.0,SAVINGS_INSURANCE,RENT,3.0,-408.81,CREDITS_PAID_TO_DATE,34.05,1.0
767,1295906,930.0,NONE,4.0,,2340.0,NONE,0,F,37.0,3.0,1.0,0.0,1.0,3.0,SAVINGS_INSURANCE,OWN,4.0,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,783.6,2.0
768,68525,780.0,NONE,4.0,EDUCATION,5740.0,NONE,0,F,43.0,2.0,1.0,1.0,1.0,6.0,CAR_OTHER,OWN,4.0,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,196.29,2.0
769,1138008,713.0,BANK,3.0,APPLIANCES,1689.0,NONE,1,M,25.0,0.0,1.0,1.0,1.0,5.0,CAR_OTHER,OWN,4.0,204.75,OUTSTANDING_CREDIT,783.79,1.0
770,463004,589.0,NONE,3.0,RADIO_TV,3044.0,NONE,0,M,46.0,3.0,1.0,0.0,1.0,7.0,CAR_OTHER,OWN,2.0,590.68,CREDITS_PAID_TO_DATE,15.83,
771,288394,1240.0,NONE,4.0,VACATION,7757.0,CO-APPLICANT,0,M,51.0,3.0,1.0,1.0,1.0,8.0,UNKNOWN,FREE,3.0,NO_CHECKING,OUTSTANDING_CREDIT,5417.71,2.0
772,1202415,651.0,NONE,3.0,RADIO_TV,3340.0,NONE,0,M,47.0,3.0,1.0,1.0,1.0,15.0,SAVINGS_INSURANCE,OWN,3.0,NO_CHECKING,CREDITS_PAID_TO_DATE,152.51,1.0
773,1214118,1271.0,NONE,4.0,OTHER,6237.0,CO-APPLICANT,0,M,59.0,3.0,2.0,1.0,1.0,10.0,UNKNOWN,FREE,3.0,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,975.77,2.0
774,115863,240.0,STORES,1.0,CAR_NEW,250.0,NONE,1,M,34.0,1.0,1.0,0.0,1.0,4.0,SAVINGS_INSURANCE,RENT,1.0,-599.54,ALL_CREDITS_PAID_BACK,352.53,1.0
775,62683,775.0,NONE,4.0,BUSINESS,6453.0,NONE,0,M,48.0,3.0,1.0,0.0,1.0,11.0,CAR_OTHER,OWN,3.0,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,1231.49,2.0
776,309433,775.0,NONE,3.0,CAR_USED,4998.0,GUARANTOR,0,M,60.0,3.0,1.0,1.0,1.0,6.0,CAR_OTHER,FREE,5.0,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,972.86,2.0
777,746004,810.0,STORES,2.0,CAR_USED,3139.0,NONE,1,F,30.0,3.0,1.0,0.0,1.0,0.0,CAR_OTHER,OWN,1.0,158.35,CREDITS_PAID_TO_DATE,35.74,1.0
778,279594,248.0,NONE,3.0,CAR_NEW,1637.0,NONE,1,F,27.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,2.0,771.42,CREDITS_PAID_TO_DATE,38.21,1.0
779,1226676,1178.0,NONE,3.0,APPLIANCES,5494.0,NONE,0,M,37.0,3.0,1.0,1.0,1.0,1.0,SAVINGS_INSURANCE,FREE,3.0,NO_CHECKING,OUTSTANDING_CREDIT,695.97,2.0
780,567409,1054.0,NONE,4.0,APPLIANCES,3399.0,NONE,1,M,27.0,3.0,1.0,1.0,1.0,6.0,SAVINGS_INSURANCE,OWN,3.0,184.82,OUTSTANDING_CREDIT,947.45,1.0
781,595172,527.0,NONE,3.0,VACATION,691.0,NONE,1,M,22.0,3.0,1.0,0.0,1.0,4.0,SAVINGS_INSURANCE,RENT,3.0,-357.42,CREDITS_PAID_TO_DATE,591.41,2.0
782,53475,1550.0,BANK,4.0,APPLIANCES,7443.0,CO-APPLICANT,0,M,56.0,0.0,2.0,1.0,1.0,11.0,UNKNOWN,OWN,4.0,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,3.0
783,1152764,870.0,NONE,4.0,APPLIANCES,4504.0,NONE,0,F,34.0,3.0,1.0,1.0,1.0,8.0,CAR_OTHER,OWN,4.0,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
784,701323,570.0,NONE,1.0,FURNITURE,250.0,NONE,1,F,19.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,3.0,97.46,NO_CREDITS,72.77,1.0
785,895765,750.0,NONE,3.0,BUSINESS,5515.0,NONE,1,M,44.0,3.0,1.0,1.0,1.0,5.0,UNKNOWN,FREE,3.0,11787.67,OUTSTANDING_CREDIT,UNKNOWN,2.0
786,902077,120.0,NONE,1.0,CAR_NEW,250.0,NONE,1,M,19.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,2.0,-178.93,ALL_CREDITS_PAID_BACK,84.75,1.0
787,1128743,124.0,NONE,1.0,CAR_NEW,250.0,NONE,1,F,34.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,2.0,-111.29,CREDITS_PAID_TO_DATE,65.01,1.0
788,758071,713.0,NONE,4.0,FURNITURE,7095.0,NONE,1,F,40.0,3.0,2.0,0.0,1.0,1.0,CAR_OTHER,OWN,3.0,-139.48,PRIOR_PAYMENTS_DELAYED,30.64,2.0
789,1048354,1023.0,STORES,4.0,REPAIRS,5152.0,NONE,0,F,51.0,1.0,2.0,1.0,1.0,6.0,CAR_OTHER,OWN,4.0,NO_CHECKING,OUTSTANDING_CREDIT,503.26,2.0
790,276306,1240.0,STORES,4.0,REPAIRS,9282.0,CO-APPLICANT,0,M,52.0,1.0,1.0,0.0,,9.0,UNKNOWN,OWN,4.0,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,695.94,2.0
791,622918,540.0,NONE,4.0,REPAIRS,2671.0,CO-APPLICANT,1,M,22.0,3.0,1.0,0.0,1.0,6.0,SAVINGS_INSURANCE,OWN,2.0,-598.47,PRIOR_PAYMENTS_DELAYED,92.52,1.0
792,841318,960.0,NONE,3.0,RADIO_TV,4689.0,NONE,0,M,45.0,3.0,1.0,1.0,1.0,8.0,UNKNOWN,OWN,4.0,5238.06,PRIOR_PAYMENTS_DELAYED,490.79,2.0
793,342064,120.0,NONE,1.0,CAR_USED,250.0,NONE,1,M,19.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,2.0,-179.87,CREDITS_PAID_TO_DATE,85.99,1.0
794,886269,1020.0,NONE,4.0,FURNITURE,4994.0,NONE,1,M,39.0,3.0,1.0,1.0,1.0,1.0,UNKNOWN,FREE,5.0,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,580.14,2.0
795,309614,589.0,STORES,2.0,FURNITURE,250.0,NONE,1,M,19.0,3.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,OWN,3.0,-161.76,PRIOR_PAYMENTS_DELAYED,65.61,1.0
796,918655,330.0,NONE,3.0,CAR_NEW,259.0,NONE,1,M,19.0,3.0,1.0,0.0,1.0,5.0,REAL_ESTATE,OWN,2.0,-87.86,ALL_CREDITS_PAID_BACK,53.94,1.0
797,117586,1333.0,NONE,5.0,REPAIRS,8222.0,CO-APPLICANT,0,M,47.0,3.0,1.0,1.0,1.0,10.0,UNKNOWN,FREE,4.0,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,827.9,2.0
798,157171,120.0,NONE,2.0,CAR_NEW,250.0,NONE,1,M,19.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,2.0,-243.09,ALL_CREDITS_PAID_BACK,80.57,1.0
799,688464,390.0,NONE,1.0,CAR_NEW,1133.0,NONE,1,M,21.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,1.0,-49.52,ALL_CREDITS_PAID_BACK,71.83,1.0
800,340066,810.0,NONE,3.0,FURNITURE,2266.0,NONE,0,M,63.0,3.0,2.0,1.0,1.0,8.0,SAVINGS_INSURANCE,OWN,3.0,NO_CHECKING,OUTSTANDING_CREDIT,962.83,2.0
801,953906,775.0,STORES,4.0,CAR_USED,6780.0,NONE,1,M,46.0,1.0,2.0,0.0,1.0,7.0,UNKNOWN,OWN,3.0,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,2183.15,2.0
802,546921,240.0,NONE,1.0,CAR_NEW,2161.0,NONE,1,M,23.0,3.0,2.0,1.0,1.0,1.0,CAR_OTHER,OWN,3.0,0,PRIOR_PAYMENTS_DELAYED,859.48,2.0
803,461161,120.0,NONE,2.0,CAR_NEW,2121.0,NONE,1,M,19.0,2.0,1.0,0.0,1.0,0.0,REAL_ESTATE,OWN,1.0,-144.38,ALL_CREDITS_PAID_BACK,40.49,1.0
804,190267,120.0,BANK,1.0,CAR_NEW,250.0,NONE,1,F,19.0,0.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,1.0,-72.49,CREDITS_PAID_TO_DATE,26.91,1.0
805,232274,279.0,NONE,2.0,EDUCATION,481.0,NONE,1,M,25.0,2.0,1.0,0.0,1.0,0.0,SAVINGS_INSURANCE,RENT,3.0,-1535.75,ALL_CREDITS_PAID_BACK,33.71,1.0
806,1156030,1290.0,,4.0,FURNITURE,4704.0,GUARANTOR,0,F,41.0,0.0,1.0,1.0,1.0,7.0,REAL_ESTATE,OWN,4.0,NO_CHECKING,CREDITS_PAID_TO_DATE,611.11,2.0
807,149971,992.0,NONE,4.0,CAR_USED,1905.0,NONE,1,M,33.0,3.0,1.0,1.0,1.0,4.0,SAVINGS_INSURANCE,OWN,4.0,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,UNKNOWN,1.0
808,1211020,124.0,STORES,2.0,CAR_NEW,250.0,NONE,1,M,26.0,1.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,1.0,-1103.4,ALL_CREDITS_PAID_BACK,31.64,1.0
809,454286,900.0,BANK,3.0,APPLIANCES,4412.0,NONE,0,F,36.0,1.0,1.0,0.0,1.0,4.0,SAVINGS_INSURANCE,RENT,3.0,NO_CHECKING,CREDITS_PAID_TO_DATE,198.84,1.0
810,1082907,570.0,NONE,2.0,REPAIRS,402.0,NONE,1,F,24.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,OWN,3.0,3665.3,CREDITS_PAID_TO_DATE,7.88,1.0
811,744789,899.0,NONE,3.0,FURNITURE,6000.0,NONE,0,M,57.0,3.0,1.0,1.0,1.0,6.0,UNKNOWN,OWN,4.0,NO_CHECKING,OUTSTANDING_CREDIT,3189.21,2.0
812,1313531,750.0,NONE,3.0,CAR_USED,6225.0,NONE,0,M,40.0,3.0,1.0,0.0,1.0,3.0,SAVINGS_INSURANCE,OWN,4.0,2738.16,CREDITS_PAID_TO_DATE,407.4,2.0
813,1023737,1023.0,NONE,5.0,APPLIANCES,7860.0,NONE,1,M,44.0,3.0,1.0,1.0,1.0,5.0,SAVINGS_INSURANCE,FREE,3.0,NO_CHECKING,PRIOR_PAYMENTS_DELAYED,990.06,3.0
814,338432,713.0,NONE,4.0,APPLIANCES,250.0,NONE,1,M,33.0,3.0,1.0,1.0,1.0,8.0,CAR_OTHER,OWN,2.0,161.24,OUTSTANDING_CREDIT,338.82,1.0
815,310226,120.0,NONE,3.0,CAR_USED,3562.0,NONE,1,F,21.0,3.0,1.0,0.0,1.0,4.0,SAVINGS_INSURANCE,OWN,2.0,113.65,ALL_CREDITS_PAID_BACK,60.02,1.0
816,295791,1080.0,NONE,4.0,APPLIANCES,3897.0,NONE,1,M,40.0,3.0,1.0,0.0,1.0,6.0,SAVINGS_INSURANCE,OWN,3.0,4701.32,PRIOR_PAYMENTS_DELAYED,677.4,2.0
817,441391,465.0,NONE,2.0,CAR_USED,1843.0,NONE,0,M,33.0,3.0,2.0,0.0,1.0,0.0,REAL_ESTATE,OWN,2.0,-2048.23,PRIOR_PAYMENTS_DELAYED,93.09,2.0
818,1314102,434.0,NONE,2.0,CAR_NEW,2244.0,NONE,1,F,21.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,OWN,3.0,-114.43,ALL_CREDITS_PAID_BACK,28.86,1.0
819,3507,270.0,NONE,3.0,CAR_USED,4302.0,NONE,1,M,34.0,3.0,1.0,0.0,1.0,4.0,CAR_OTHER,FREE,1.0,-196.47,ALL_CREDITS_PAID_BACK,55.43,1.0
820,975571,310.0,NONE,2.0,CAR_USED,2133.0,NONE,1,M,37.0,3.0,1.0,0.0,1.0,6.0,CAR_OTHER,OWN,2.0,NO_CHECKING,CREDITS_PAID_TO_DATE,12826.82,2.0
821,824194,868.0,NONE,4.0,FURNITURE,4175.0,NONE,1,M,53.0,3.0,1.0,1.0,1.0,8.0,UNKNOWN,OWN,4.0,12578.75,OUTSTANDING_CREDIT,UNKNOWN,2.0
822,43493,480.0,NONE,2.0,CAR_USED,2122.0,NONE,1,M,32.0,3.0,1.0,0.0,1.0,2.0,CAR_OTHER,OWN,3.0,-789.54,PRIOR_PAYMENTS_DELAYED,66.91,2.0
823,982278,899.0,STORES,4.0,FURNITURE,7394.0,CO-APPLICANT,1,M,45.0,1.0,1.0,1.0,1.0,7.0,CAR_OTHER,OWN,3.0,NO_CHECKING,OUTSTANDING_CREDIT,5995.22,2.0
824,887542,330.0,NONE,2.0,CAR_NEW,3724.0,NONE,1,F,29.0,3.0,1.0,0.0,1.0,1.0,SAVINGS_INSURANCE,OWN,2.0,-329.79,NO_CREDITS,21.47,1.0
825,577667,270.0,NONE,4.0,FURNITURE,2620.0,NONE,1,M,31.0,2.0,2.0,0.0,1.0,7.0,REAL_ESTATE,OWN,2.0,1710.08,CREDITS_PAID_TO_DATE,23.41,1.0
826,510596,372.0,NONE,3.0,REPAIRS,6411.0,NONE,0,M,46.0,3.0,1.0,1.0,1.0,3.0,UNKNOWN,OWN,3.0,NO_CHECKING,OUTSTANDING_CREDIT,1788.5,2.0
827,829503,570.0,NONE,4.0,RETRAINING,2212.0,NONE,1,M,30.0,3.0,1.0,1.0,1.0,9.0,SAVINGS_INSURANCE,OWN,3.0,-755.22,PRIOR_PAYMENTS_DELAYED,68.64,2.0
828,49624,240.0,NONE,2.0,VACATION,4448.0,NONE,0,M,40.0,2.0,1.0,1.0,1.0,6.0,CAR_OTHER,OWN,3.0,NO_CHECKING,CREDITS_PAID_TO_DATE,46.84,1.0
829,1307048,248.0,STORES,2.0,CAR_NEW,250.0,NONE,1,M,21.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,2.0,-32.58,NO_CREDITS,34.66,1.0
830,500127,660.0,NONE,3.0,RADIO_TV,930.0,NONE,0,F,38.0,3.0,1.0,0.0,1.0,3.0,CAR_OTHER,OWN,2.0,140.5,,75.97,1.0
831,162555,651.0,NONE,3.0,CAR_USED,2049.0,NONE,1,F,36.0,3.0,1.0,0.0,1.0,0.0,REAL_ESTATE,OWN,2.0,NO_CHECKING,CREDITS_PAID_TO_DATE,267.32,1.0
832,589463,217.0,BANK,1.0,CAR_NEW,1468.0,NONE,1,M,20.0,0.0,1.0,0.0,1.0,0.0,REAL_ESTATE,RENT,1.0,0,ALL_CREDITS_PAID_BACK,929.97,1.0
833,1170131,341.0,STORES,2.0,VACATION,250.0,NONE,1,F,19.0,3.0,1.0,0.0,1.0,3.0,REAL_ESTATE,OWN,1.0,-62.02,ALL_CREDITS_PAID_BACK,69.87,1.0
834,924543,690.0,STORES,4.0,CAR_USED,1976.0,NONE,1,M,37.0,1.0,2.0,1.0,1.0,6.0,SAVINGS_INSURANCE,OWN,3.0,NO_CHECKING,OUTSTANDING_CREDIT,UNKNOWN,2.0
